,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
1712,Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.95,9,Maruti,RitzLXi
1718,Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.6,12,Maruti,WagonR
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.11 Lakh,8.2,8,Maruti,CiazZeta
1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.4,9,Maruti,SwiftDzire
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35,11,Maruti,SwiftDzire
1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.3,15,Maruti,SwiftDzire
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.74 Lakh,2.75,15,Maruti,WagonR
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.0,8,Maruti,ErtigaSHVS
1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.85,15,Maruti,AltoLXi
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,3.85,10,Maruti,WagonR
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.74,8,Maruti,Eeco7
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,2.62,14,Maruti,ZenEstilo
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,,2.7,17,Maruti,SwiftDDiS
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.85,13,Maruti,ErtigaZDI
1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,2.9,14,Maruti,RitzLDi
1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.1,11,Maruti,SwiftVDI
1771,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.69,11,Maruti,RitzZXi
1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.45,12,Maruti,SwiftVDI
1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.35,13,Maruti,SwiftVDI
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,6.33 Lakh,5.23,8,Maruti,WagonR
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,11.26 Lakh,9.0,8,Maruti,DzireAMT
1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.22,9,Maruti,SwiftVDI
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7 Lakh,5.1,9,Maruti,SwiftVXI
1800,Maruti Wagon R VXI,Pune,2013,61000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.9,12,Maruti,WagonR
1820,Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.45,10,Maruti,SwiftDzire
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,9.58,8,Maruti,VitaraBrezza
1839,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.35,11,Maruti,ErtigaVDI
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8.2,8,Maruti,SwiftDDiS
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.8,11,Maruti,CelerioVXI
1865,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.6,11,Maruti,RitzLDi
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.71 Lakh,2.9,11,Maruti,Eeco7
1873,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.65,8,Maruti,CiazZXi
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.4,9,Maruti,CiazVDi
1876,Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.25,11,Maruti,SwiftDzire
1887,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.25,13,Maruti,RitzVXi
1891,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,3.75,11,Maruti,SwiftLdi
1905,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,9.96,7,Maruti,Ciaz1.4
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,4.75,12,Maruti,SwiftZDi
1912,Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.25,12,Maruti,OmniE
1919,Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.85,13,Maruti,SwiftDzire
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.58 Lakh,5.75,9,Maruti,DzireVDI
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.48 Lakh,8.2,8,Maruti,DzireZDI
1937,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.59,17,Maruti,AltoLXi
1946,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.79,11,Maruti,SwiftVDI
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.02 Lakh,9.3,9,Maruti,VitaraBrezza
1964,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.8,19,Maruti,AltoLXi
1966,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.74,10,Maruti,SwiftLDI
1973,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.7,13,Maruti,SwiftDzire
1976,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,,1.51,16,Maruti,WagonR
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,5.95,10,Maruti,CiazVXi
1983,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.4,11,Maruti,CelerioVXI
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.5,7,Maruti,SwiftDzire
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4 kmpl,1248 CC,73.75 bhp,5,8.94 Lakh,4.25,13,Maruti,DzireVDI
1992,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.5,13,Maruti,ErtigaVDI
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.88 Lakh,11.25,7,Maruti,VitaraBrezza
2015,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.99,11,Maruti,SwiftVDI
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.5,9,Maruti,CiazZDi
2025,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,3.75,12,Maruti,Eeco7
2027,Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.5,19,Maruti,WagonR
2028,Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,1.45,20,Maruti,WagonR
2029,Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,4.12,12,Maruti,SX4ZXI
2043,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.9,10,Maruti,SwiftZXI
2046,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,,2.11,17,Maruti,SX4Vxi
2048,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16 kmpl,1197 CC,85.80 bhp,5,,3.6,13,Maruti,RitzAT
2051,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.1,14,Maruti,AltoLXi
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.87 Lakh,6.36,8,Maruti,Ignis1.2
2067,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,2.4,17,Maruti,SwiftDzire
2070,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.1,13,Maruti,AltoK10
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.45,9,Maruti,CiazZDi
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.08 Lakh,3.94,9,Maruti,CelerioVXI
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.36 Lakh,5.25,10,Maruti,DzireVDI
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.41,12,Maruti,Alto800
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1.0,16,Maruti,ZenVXI
2116,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,2.15,14,Maruti,AltoLXi
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.89,7,Maruti,BalenoDelta
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.74,8,Maruti,BalenoAlpha
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,7.36 Lakh,5.8,9,Maruti,BalenoDelta
2137,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.2,13,Maruti,WagonR
2138,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.75 Lakh,4.85,12,Maruti,ErtigaZDI
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.1,8,Maruti,ErtigaSHVS
2142,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,1.8,13,Maruti,AltoK10
2147,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,6.1,11,Maruti,CiazAT
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.44 Lakh,5.65,12,Maruti,SwiftVDI
2152,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,2.5,14,Maruti,RitzVDi
2155,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.55,12,Maruti,SwiftDzire
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79 kmpl,1248 CC,88.73 bhp,5,,4.5,11,Maruti,SX4ZDI
2164,Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,4.25,15,Maruti,SwiftVDI
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,8.6,8,Maruti,BalenoAlpha
2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.5,10,Maruti,Alto800
2181,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.2,17,Maruti,AltoLXi
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.91 Lakh,8.0,8,Maruti,VitaraBrezza
2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,5.05,12,Maruti,RitzVDi
2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,3.2,14,Maruti,SwiftDzire
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.29 Lakh,3.6,9,Maruti,WagonR
2196,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,3.58,8,Maruti,OmniMPI
2197,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,,2.5,14,Maruti,SX4VDI
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5,5.61 Lakh,1.75,15,Maruti,WagonR
2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.75,7,Maruti,BalenoZeta
2208,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,4.3,10,Maruti,WagonR
2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.4,9,Maruti,AltoK10
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.1,12,Maruti,Alto800
2213,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.65,13,Maruti,SwiftVXI
2223,Maruti Zen Estilo LXI BSIII,Pune,2007,42000,Petrol,Manual,Third,18.2 kmpl,998 CC,67.1 bhp,5,,1.3,18,Maruti,ZenEstilo
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,5.69 Lakh,5.11,8,Maruti,CelerioZXI
2235,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,2.85,13,Maruti,RitzVDi
2241,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,6.26,10,Maruti,SwiftDzire
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.88 Lakh,3.1,10,Maruti,WagonR
2247,Maruti Swift Dzire VXI,Kolkata,2014,33485,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.59,11,Maruti,SwiftDzire
2252,Maruti Omni 8 Seater BSIV,Hyderabad,2015,52950,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.35,10,Maruti,Omni8
2253,Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.15,10,Maruti,SwiftLXI
2255,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.65,9,Maruti,Alto800
2265,Maruti Alto LX,Kolkata,2009,68078,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.02,16,Maruti,AltoLX
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.65,8,Maruti,BalenoSigma
2280,Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.5,9,Maruti,CelerioVXI
2283,Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,7.5,8,Maruti,CiazVDi
2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.2,12,Maruti,AltoK10
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.88 Lakh,5.22,9,Maruti,SwiftVDI
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.37 Lakh,9.18,7,Maruti,CiazAlpha
2307,Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,19.7 kmpl,796 CC,46.3 bhp,5,,1.2,17,Maruti,AltoLXi
2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5,,7.85,9,Maruti,CiazRS
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.65,8,Maruti,SwiftVXI
2320,Maruti Celerio LXI,Kolkata,2015,30458,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,2.99,10,Maruti,CelerioLXI
2344,Maruti Baleno Zeta Automatic,Kochi,2017,36152,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.22,8,Maruti,BalenoZeta
2345,Maruti Swift VDI,Hyderabad,2014,85512,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.8,11,Maruti,SwiftVDI
2360,Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.0,10,Maruti,SwiftDzire
2367,Maruti Grand Vitara 2.4 MT,Kochi,2018,28786,Petrol,Manual,First,10.4 kmpl,2393 CC,163.5 bhp,5,,9.74,7,Maruti,GrandVitara
2372,Maruti Ritz VDi,Jaipur,2009,73000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,2.35,16,Maruti,RitzVDi
2375,Maruti A-Star Vxi,Jaipur,2009,65000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5,,2.05,16,Maruti,A-StarVxi
2377,Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.9,11,Maruti,WagonR
2381,Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.3,8,Maruti,CiazVDi
2384,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.85,8,Maruti,VitaraBrezza
2387,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.16 Lakh,7.65,8,Maruti,ErtigaVDI
2391,Maruti Ciaz VXi Plus,Kochi,2016,51950,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6.75,9,Maruti,CiazVXi
2399,Maruti Swift VXI BSIII,Ahmedabad,2008,52000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.41,17,Maruti,SwiftVXI
2402,Maruti Baleno Alpha 1.2,Delhi,2016,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.5,9,Maruti,BalenoAlpha
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.47 Lakh,9.0,8,Maruti,VitaraBrezza
2426,Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,1.65,18,Maruti,WagonR
2438,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.14 Lakh,4.0,14,Maruti,DzireVDI
2440,Maruti Baleno Delta 1.3,Delhi,2017,33000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,6.96,8,Maruti,BalenoDelta
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5,4.7 Lakh,3.19,14,Maruti,AltoK10
2451,Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5,9,Maruti,SwiftDzire
2456,Maruti Ritz VXi,Pune,2014,25000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,,3.5,11,Maruti,RitzVXi
2467,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.7,9,Maruti,SX4S
2469,Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.25,10,Maruti,SwiftDzire
2472,Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,8.47,7,Maruti,BalenoZeta
2473,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,9.32,7,Maruti,CiazZDi
2481,Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.65,18,Maruti,AltoLXi
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.75 Lakh,9.38,8,Maruti,VitaraBrezza
2491,Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,1.5,14,Maruti,Omni8
2492,Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.8,6,Maruti,Alto800
2497,Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,5.0,12,Maruti,SwiftVDI
2501,Maruti Swift VDI BSIV,Hyderabad,2016,51787,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,6.45,9,Maruti,SwiftVDI
2503,Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.99,11,Maruti,ErtigaVDI
2513,Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,5.89,9,Maruti,SwiftVXi
2518,Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25,13,Maruti,SwiftDzire
2519,Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,6.0,7,Maruti,SwiftVDI
2524,Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3 kmpl,1061 CC,64 bhp,5,,0.95,22,Maruti,WagonR
2525,Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,2.2,18,Maruti,WagonR
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.13 Lakh,8.75,7,Maruti,VitaraBrezza
2535,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,4.79,9,Maruti,SwiftDzire
2538,Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,1.15,19,Maruti,WagonR
