,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
1816,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.27,6,Hyundai,i201.2
1817,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,,8.65,8,Hyundai,Verna1.6
1818,Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.5,11,Hyundai,Grandi10
1821,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.65,13,Hyundai,i20Magna
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,5,22.43 Lakh,8.9,11,Hyundai,Elantra1.6
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,7.0,10,Hyundai,i20Magna
1832,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,2.7,14,Hyundai,i201.2
1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,15,Hyundai,i10Sportz
1838,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.0,18,Hyundai,i10Era
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.32 Lakh,5.53,7,Hyundai,Grandi10
1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5,,1.95,16,Hyundai,i10Sportz
1850,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.0,17,Hyundai,i10Era
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,3.7,10,Hyundai,Xcent1.1
1853,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.25,11,Hyundai,i10Sportz
1856,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.1,7,Hyundai,Grandi10
1857,Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,,2.2,18,Hyundai,SantroDX
1879,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,3.25,13,Hyundai,i20Magna
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.71 Lakh,5.75,7,Hyundai,Grandi10
1892,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,10.97,8,Hyundai,Creta1.6
1894,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.97,11,Hyundai,EOND
1899,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.1,10,Hyundai,i201.2
1927,Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.6,16,Hyundai,i10Magna
1928,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,12.0,9,Hyundai,Creta1.6
1931,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.45,13,Hyundai,i10Magna
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.3,9,Hyundai,i20Asta
1938,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,3.15,10,Hyundai,i10Magna
1950,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,3.3,13,Hyundai,i20Magna
1953,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.35,8,Hyundai,Creta1.6
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591 CC,121.3 bhp,5,13.59 Lakh,5.25,12,Hyundai,VernaVTVT
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,3.75,14,Hyundai,i201.4
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,,7.75,7,Hyundai,Verna1.6
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,15,Hyundai,i10Sportz
1967,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.43,9,Hyundai,Grandi10
1979,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,,9.0,13,Hyundai,ElantraCRDi
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,3.95,13,Hyundai,i201.4
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,8.27 Lakh,3.67,11,Hyundai,Xcent1.2
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,,6.64,9,Hyundai,Verna1.6
2009,Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.0,9,Hyundai,Grandi10
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.37 Lakh,6.76,7,Hyundai,Grandi10
2021,Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,,10.75,13,Hyundai,SantaFe
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.88,10,Hyundai,Grandi10
2038,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.99,13,Hyundai,EONEra
2039,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.8,15,Hyundai,i10Magna
2047,Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,7.6,8,Hyundai,Grandi10
2057,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,Second,13.6 kmpl,1991 CC,142 bhp,5,,4.9,16,Hyundai,SonataEmbera
2062,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,4.5,10,Hyundai,Verna1.4
2064,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,11.9,10,Hyundai,Creta1.6
2065,Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.1,14,Hyundai,i10Magna
2068,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,2.65,18,Hyundai,AccentGLE
2080,Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,,5.45,11,Hyundai,VernaSX
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.65,13,Hyundai,i10Sportz
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,5.89,9,Hyundai,Grandi10
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.82 Lakh,4.3,10,Hyundai,Grandi10
2112,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,9.95,10,Hyundai,Creta1.6
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,9.78 Lakh,7.53,8,Hyundai,Elitei20
2125,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.5,17,Hyundai,i10Sportz
2129,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7,,9.5,13,Hyundai,SantaFe
2130,Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,5,,3.48,13,Hyundai,SantroGLS
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,3.9,13,Hyundai,i201.4
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.42,10,Hyundai,EOND
2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,,3.69,12,Hyundai,EOND
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,16.06 Lakh,11.0,9,Hyundai,Creta1.6
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,2.74,13,Hyundai,i201.4
2186,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32 kmpl,1582 CC,126.32 bhp,5,,4.0,13,Hyundai,Verna1.6
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95 kmpl,1999 CC,152.88 bhp,5,25.75 Lakh,17.75,9,Hyundai,Tucson2.0
2206,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.4,10,Hyundai,i201.2
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5,,3.95,16,Hyundai,i20Asta
2226,Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4,9,Hyundai,Grandi10
2234,Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,2.35,16,Hyundai,i20Magna
2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,5.02,10,Hyundai,i20Magna
2250,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.5,9,Hyundai,Creta1.6
2259,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,,21.0,10,Hyundai,SantaFe
2271,Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5,,5.95,12,Hyundai,Verna1.6
2281,Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.3,9,Hyundai,i20Sportz
2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,5.64,11,Hyundai,i20Sportz
2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,12.34,8,Hyundai,Creta1.6
2308,Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.9,14,Hyundai,i10Asta
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,21.77 Lakh,13.9,9,Hyundai,Elantra2.0
2317,Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,4.95,10,Hyundai,i20Sportz
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,23.64 Lakh,9.69,10,Hyundai,Elantra2.0
2337,Hyundai i10 Sportz,Kochi,2012,42591,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.2,13,Hyundai,i10Sportz
2338,Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.5,13,Hyundai,i201.4
2340,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,,8.0,11,Hyundai,Verna1.6
2343,Hyundai Santro AT,Hyderabad,2006,74483,Petrol,Automatic,First,0.0 kmpl,999 CC,null bhp,5,,2.3,19,Hyundai,SantroAT
2350,Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,5.5,13,Hyundai,Verna1.6
2351,Hyundai Grand i10 Asta,Kolkata,2014,44300,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,,2.3,11,Hyundai,Grandi10
2353,Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,21495,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,6.16,9,Hyundai,Xcent1.2
2354,Hyundai i10 Sportz,Delhi,2012,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.85,13,Hyundai,i10Sportz
2358,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.35,12,Hyundai,Verna1.6
2361,Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.67,11,Hyundai,i10Sportz
2363,Hyundai Grand i10 Asta,Coimbatore,2018,20492,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,6.34,7,Hyundai,Grandi10
2374,Hyundai i10 Magna,Kochi,2011,65423,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.16,14,Hyundai,i10Magna
2379,Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,,3.5,8,Hyundai,EONEra
2386,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.75,11,Hyundai,Grandi10
2388,Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.9,12,Hyundai,i201.2
2392,Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,9.2,9,Hyundai,Creta1.6
2396,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,4.25,13,Hyundai,i202015-2017
2398,Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,6.0,10,Hyundai,i201.2
2412,Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,6.2,13,Hyundai,Verna1.6
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,8.17 Lakh,5.92,8,Hyundai,Grandi10
2417,Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.7,11,Hyundai,SantroXing
2421,Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,3.7,14,Hyundai,Verna1.6
2424,Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,3.9,12,Hyundai,i20Magna
2427,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,3.5,10,Hyundai,Xcent1.2
2430,Hyundai i10 Magna,Kolkata,2007,71600,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.0,18,Hyundai,i10Magna
2434,Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,42000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,3.45,11,Hyundai,Xcent1.2
2435,Hyundai i20 Sportz 1.2,Kochi,2016,61823,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.14,9,Hyundai,i20Sportz
2442,Hyundai EON Era Plus,Jaipur,2016,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.0,9,Hyundai,EONEra
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,7.85 Lakh,6.2,10,Hyundai,Xcent1.2
2449,Hyundai i10 Magna 1.1,Coimbatore,2013,64466,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.96,12,Hyundai,i10Magna
2452,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,,3.55,8,Hyundai,Xcent1.2
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,16.36 Lakh,10.25,9,Hyundai,Creta1.6
2486,Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.78,9,Hyundai,Grandi10
2489,Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,2.75,15,Hyundai,i202015-2017
2490,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,5.95,11,Hyundai,Verna1.6
2494,Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.15,14,Hyundai,i10Era
2500,Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,,1.85,18,Hyundai,SantroXing
2508,Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5,,2.0,17,Hyundai,VernaCRDi
2511,Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.0,11,Hyundai,Grandi10
2512,Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.83,14,Hyundai,i10Sportz
2514,Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,1.36,15,Hyundai,SantroXing
2517,Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,8.0,9,Hyundai,Verna1.4
2526,Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.75,8,Hyundai,i20Sportz
2540,Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.5,8,Hyundai,EONMagna
2557,Hyundai EON D Lite Plus,Hyderabad,2013,84600,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,,2.5,12,Hyundai,EOND
2565,Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,4.5,14,Hyundai,Verna1.6
2567,Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.12,12,Hyundai,i10Era
2572,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,13.23,9,Hyundai,Creta1.6
2577,Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.95,17,Hyundai,i10Magna
2578,Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.2,14,Hyundai,i10Sportz
2579,Hyundai Santro Xing XG eRLX Euro III,Mumbai,2006,50888,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.15,19,Hyundai,SantroXing
2582,Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.55,12,Hyundai,Grandi10
2584,Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,4.52,13,Hyundai,i10Sportz
2591,Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.4,9,Hyundai,i202015-2017
2594,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.95,9,Hyundai,i20Sportz
2596,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.2,14,Hyundai,i10Sportz
2597,Hyundai Santro Xing XP,Pune,2007,70000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,,1.12,18,Hyundai,SantroXing
2600,Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.25,16,Hyundai,i20Magna
2602,Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5,,2.61,10,Hyundai,EONMagna
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,15.72 Lakh,11.5,8,Hyundai,VernaCRDi
2608,Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.75,10,Hyundai,EONEra
2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.5,9,Hyundai,Grandi10
2624,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.96,10,Hyundai,Grandi10
2628,Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5,,3.4,14,Hyundai,VernaTransform
2631,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,14.25,9,Hyundai,Creta1.6
2634,Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8 kmpl,1341 CC,83 bhp,5,,0.8,20,Hyundai,GetzGLS
2635,Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.99,18,Hyundai,SantroXing
2636,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9 kmpl,1197 CC,82 bhp,5,,5.91,10,Hyundai,Grandi10
2637,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,6.44,6,Hyundai,Grandi10
2639,Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.6,10,Hyundai,Grandi10
2641,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.21,9,Hyundai,i20Asta
2647,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.5,8,Hyundai,i201.2
2650,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.9,8,Hyundai,Creta1.6
2657,Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.65,13,Hyundai,i10Era
2671,Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.41,13,Hyundai,i10Sportz
2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.28,8,Hyundai,Creta1.6
